"path","category","source","title","description","search_keywords"
"assets/images/places/gabes_activity_27.jpg","place-gallery-activity","places.json","Gabes Cycling Escape gallery","Secondary gallery view for Gabes Cycling Escape in Gabes.","Gabes Tunisia, activity, Cycling, Adventure, Nature, Oasis, Markets, gallery"
"assets/images/places/gabes_activity_28.jpg","place-gallery-activity","places.json","Gabes Date Adventure Trail gallery","Secondary gallery view for Gabes Date Adventure Trail in Gabes.","Gabes Tunisia, activity, Adventure, Guided, Nature, Oasis, Markets, gallery"
"assets/images/places/gabes_activity_7.jpg","place-main-activity","places.json","Gabes Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Gabes designed for curious travelers seeking active discovery.","Gabes Tunisia, activity, Cycling, Adventure, Nature, Oasis, Markets, local travel"
"assets/images/places/gabes_activity_8.jpg","place-main-activity","places.json","Gabes Date Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Gabes with local guide support, stories, and practical logistics included.","Gabes Tunisia, activity, Adventure, Guided, Nature, Oasis, Markets, local travel"
"assets/images/places/gabes_artisan_25.jpg","place-gallery-artisan","places.json","Gabes Heritage Atelier gallery","Secondary gallery view for Gabes Heritage Atelier in Gabes.","Gabes Tunisia, artisan, Artisan, Workshop, Local Partner, Oasis, Markets, gallery"
"assets/images/places/gabes_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Gabes gallery","Secondary gallery view for Blue Door Crafts Gabes in Gabes.","Gabes Tunisia, artisan, Artisan, Design, Handmade, Oasis, Markets, gallery"
"assets/images/places/gabes_artisan_5.jpg","place-main-artisan","places.json","Gabes Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Gabes offering demonstrations, small-batch products, and cultural context.","Gabes Tunisia, artisan, Artisan, Workshop, Local Partner, Oasis, Markets, local travel"
"assets/images/places/gabes_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Gabes","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Gabes where travelers can shop responsibly and learn about local techniques.","Gabes Tunisia, artisan, Artisan, Design, Handmade, Oasis, Markets, local travel"
"assets/images/places/gabes_museum_29.jpg","place-gallery-museum","places.json","Gabes Living Heritage House gallery","Secondary gallery view for Gabes Living Heritage House in Gabes.","Gabes Tunisia, museum, Heritage, Museum, Culture, Oasis, Markets, gallery"
"assets/images/places/gabes_museum_9.jpg","place-main-museum","places.json","Gabes Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Gabes presenting architecture, memory, and craft in a visitor-friendly format.","Gabes Tunisia, museum, Heritage, Museum, Culture, Oasis, Markets, local travel"
"assets/images/places/gabes_naturespot_11.jpg","place-main-natureSpot","places.json","Gabes Palm Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Gabes offering guided walks, open views, and easy half-day planning.","Gabes Tunisia, natureSpot, Nature, Panorama, Family, Oasis, Markets, local travel"
"assets/images/places/gabes_naturespot_31.jpg","place-gallery-natureSpot","places.json","Gabes Palm Nature Lookout gallery","Secondary gallery view for Gabes Palm Nature Lookout in Gabes.","Gabes Tunisia, natureSpot, Nature, Panorama, Family, Oasis, Markets, gallery"
"assets/images/places/gabes_restaurant_23.jpg","place-gallery-restaurant","places.json","Gabes Medina Table gallery","Secondary gallery view for Gabes Medina Table in Gabes.","Gabes Tunisia, restaurant, Culinary, Traditional, Local Partner, Oasis, Markets, gallery"
"assets/images/places/gabes_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Gabes gallery","Secondary gallery view for Olive Route Kitchen Gabes in Gabes.","Gabes Tunisia, restaurant, Culinary, Chef table, Food, Oasis, Markets, gallery"
"assets/images/places/gabes_restaurant_3.jpg","place-main-restaurant","places.json","Gabes Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Gabes focused on regional recipes, tasting plates, and warm service.","Gabes Tunisia, restaurant, Culinary, Traditional, Local Partner, Oasis, Markets, local travel"
"assets/images/places/gabes_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Gabes","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Gabes with polished plating and seasonal menus.","Gabes Tunisia, restaurant, Culinary, Chef table, Food, Oasis, Markets, local travel"
"assets/images/places/gabes_transport_10.jpg","place-main-transport","places.json","Gabes Local Ride Collective","Private and shared transfer options connecting stations, stays, and key sights. Reliable local transport partner in Gabes with airport, station, city, and day-trip options.","Gabes Tunisia, transport, Transport, Private ride, Local Partner, Oasis, Markets, local travel"
"assets/images/places/gabes_transport_30.jpg","place-gallery-transport","places.json","Gabes Local Ride Collective gallery","Secondary gallery view for Gabes Local Ride Collective in Gabes.","Gabes Tunisia, transport, Transport, Private ride, Local Partner, Oasis, Markets, gallery"
"assets/images/places/gafsa_accommodation_1.jpg","place-main-accommodation","places.json","Dar Gafsa Palm House","Boutique courtyard stay curated for culture-led city breaks. A design-led local stay in Gafsa with breakfast, concierge help, and nearby heritage routes.","Gafsa Tunisia, accommodation, Heritage, Boutique, Local Partner, Oasis, History, local travel"
"assets/images/places/gafsa_accommodation_2.jpg","place-main-accommodation","places.json","Gafsa Oasis Guest Lodge","Comfortable guest stay with easy access to local food and activities. Flexible stay option in Gafsa suited to couples, families, and friends exploring the region.","Gafsa Tunisia, accommodation, Nature, Comfort, Family, Oasis, History, local travel"
"assets/images/places/gafsa_accommodation_21.jpg","place-gallery-accommodation","places.json","Dar Gafsa Palm House gallery","Secondary gallery view for Dar Gafsa Palm House in Gafsa.","Gafsa Tunisia, accommodation, Heritage, Boutique, Local Partner, Oasis, History, gallery"
"assets/images/places/gafsa_accommodation_22.jpg","place-gallery-accommodation","places.json","Gafsa Oasis Guest Lodge gallery","Secondary gallery view for Gafsa Oasis Guest Lodge in Gafsa.","Gafsa Tunisia, accommodation, Nature, Comfort, Family, Oasis, History, gallery"
"assets/images/places/gafsa_activity_27.jpg","place-gallery-activity","places.json","Gafsa Cycling Escape gallery","Secondary gallery view for Gafsa Cycling Escape in Gafsa.","Gafsa Tunisia, activity, Cycling, Adventure, Nature, Oasis, History, gallery"
"assets/images/places/gafsa_activity_28.jpg","place-gallery-activity","places.json","Gafsa Date Adventure Trail gallery","Secondary gallery view for Gafsa Date Adventure Trail in Gafsa.","Gafsa Tunisia, activity, Adventure, Guided, Nature, Oasis, History, gallery"
"assets/images/places/gafsa_activity_7.jpg","place-main-activity","places.json","Gafsa Cycling Escape","Guided cycling route linking scenic stops, food breaks, and local encounters. A cycle-friendly route in Gafsa designed for curious travelers seeking active discovery.","Gafsa Tunisia, activity, Cycling, Adventure, Nature, Oasis, History, local travel"
"assets/images/places/gafsa_activity_8.jpg","place-main-activity","places.json","Gafsa Date Adventure Trail","Immersive active outing with local guides and strong sense of place. Bookable outdoor adventure in Gafsa with local guide support, stories, and practical logistics included.","Gafsa Tunisia, activity, Adventure, Guided, Nature, Oasis, History, local travel"
"assets/images/places/gafsa_artisan_25.jpg","place-gallery-artisan","places.json","Gafsa Heritage Atelier gallery","Secondary gallery view for Gafsa Heritage Atelier in Gafsa.","Gafsa Tunisia, artisan, Artisan, Workshop, Local Partner, Oasis, History, gallery"
"assets/images/places/gafsa_artisan_26.jpg","place-gallery-artisan","places.json","Blue Door Crafts Gafsa gallery","Secondary gallery view for Blue Door Crafts Gafsa in Gafsa.","Gafsa Tunisia, artisan, Artisan, Design, Handmade, Oasis, History, gallery"
"assets/images/places/gafsa_artisan_5.jpg","place-main-artisan","places.json","Gafsa Heritage Atelier","Meet makers preserving regional craft gestures through hands-on workshops. Local artisan studio in Gafsa offering demonstrations, small-batch products, and cultural context.","Gafsa Tunisia, artisan, Artisan, Workshop, Local Partner, Oasis, History, local travel"
"assets/images/places/gafsa_artisan_6.jpg","place-main-artisan","places.json","Blue Door Crafts Gafsa","Textile, ceramics, or woodwork collections inspired by Tunisian detail. Curated artisan address in Gafsa where travelers can shop responsibly and learn about local techniques.","Gafsa Tunisia, artisan, Artisan, Design, Handmade, Oasis, History, local travel"
"assets/images/places/gafsa_museum_29.jpg","place-gallery-museum","places.json","Gafsa Living Heritage House gallery","Secondary gallery view for Gafsa Living Heritage House in Gafsa.","Gafsa Tunisia, museum, Heritage, Museum, Culture, Oasis, History, gallery"
"assets/images/places/gafsa_museum_9.jpg","place-main-museum","places.json","Gafsa Living Heritage House","Compact cultural stop connecting architecture, objects, and stories of the region. A heritage venue in Gafsa presenting architecture, memory, and craft in a visitor-friendly format.","Gafsa Tunisia, museum, Heritage, Museum, Culture, Oasis, History, local travel"
"assets/images/places/gafsa_naturespot_11.jpg","place-main-natureSpot","places.json","Gafsa Palm Nature Lookout","Scenic stop for slow walks, light hikes, and panoramic views. Accessible nature point in Gafsa offering guided walks, open views, and easy half-day planning.","Gafsa Tunisia, natureSpot, Nature, Panorama, Family, Oasis, History, local travel"
"assets/images/places/gafsa_naturespot_31.jpg","place-gallery-natureSpot","places.json","Gafsa Palm Nature Lookout gallery","Secondary gallery view for Gafsa Palm Nature Lookout in Gafsa.","Gafsa Tunisia, natureSpot, Nature, Panorama, Family, Oasis, History, gallery"
"assets/images/places/gafsa_restaurant_23.jpg","place-gallery-restaurant","places.json","Gafsa Medina Table gallery","Secondary gallery view for Gafsa Medina Table in Gafsa.","Gafsa Tunisia, restaurant, Culinary, Traditional, Local Partner, Oasis, History, gallery"
"assets/images/places/gafsa_restaurant_24.jpg","place-gallery-restaurant","places.json","Olive Route Kitchen Gafsa gallery","Secondary gallery view for Olive Route Kitchen Gafsa in Gafsa.","Gafsa Tunisia, restaurant, Culinary, Chef table, Food, Oasis, History, gallery"
"assets/images/places/gafsa_restaurant_3.jpg","place-main-restaurant","places.json","Gafsa Medina Table","Seasonal Tunisian dishes, market ingredients, and generous local hospitality. A reliable culinary stop in Gafsa focused on regional recipes, tasting plates, and warm service.","Gafsa Tunisia, restaurant, Culinary, Traditional, Local Partner, Oasis, History, local travel"
"assets/images/places/gafsa_restaurant_4.jpg","place-main-restaurant","places.json","Olive Route Kitchen Gafsa","Modern local dining with shared plates and regional produce. Contemporary Tunisian cooking in Gafsa with polished plating and seasonal menus.","Gafsa Tunisia, restaurant, Culinary, Chef table, Food, Oasis, History, local travel"
